             Adj Close       Close        High         Low        Open     Volume
Date                                                                             
2017-01-03  212.796539  225.240005  225.830002  223.880005  225.039993   91366500
2017-01-04  214.062500  226.580002  226.750000  225.610001  225.619995   78744400
2017-01-05  213.892410  226.399994  226.580002  225.479996  226.270004   78379000
2017-01-06  214.657684  227.210007  227.750000  225.899994  226.529999   71559900
2017-01-09  213.949142  226.460007  227.070007  226.419998  226.910004   46939700
2017-01-10  213.949142  226.460007  227.449997  226.009995  226.479996   63771900
2017-01-11  214.553757  227.100006  227.100006  225.589996  226.360001   74650000
2017-01-12  214.015259  226.529999  226.750000  224.960007  226.500000   72113200
2017-01-13  214.506531  227.050003  227.399994  226.690002  226.729996   62717900
2017-01-17  213.750732  226.250000  226.779999  225.800003  226.309998   61240800
2017-01-18  214.223099  226.750000  226.800003  225.899994  226.539993   54793300
2017-01-19  213.429504  225.910004  227.000000  225.410004  226.839996   66608800
2017-01-20  214.213654  226.740005  227.309998  225.970001  226.699997  129168600
2017-01-23  213.656219  226.149994  226.809998  225.270004  226.740005   75061600
2017-01-24  215.026138  227.600006  228.080002  226.270004  226.399994   95555300
2017-01-25  216.887314  229.570007  229.570007  228.509995  228.699997   84437700
2017-01-26  216.660568  229.330002  229.710007  229.009995  229.399994   59970700
2017-01-27  216.320465  228.970001  229.589996  228.759995  229.419998   59711100
2017-01-30  214.978897  227.550003  228.199997  226.410004  228.169998   79737300
2017-01-31  214.960022  227.529999  227.600006  226.320007  226.979996   75880800
2017-02-01  215.045044  227.619995  228.589996  226.940002  227.529999   79117700
2017-02-02  215.186752  227.770004  228.100006  226.820007  227.619995   69657600
2017-02-03  216.670013  229.339996  229.550003  228.460007  228.820007   80563200
2017-02-06  216.282684  228.929993  229.330002  228.539993  228.869995   57790100
2017-02-07  216.292145  228.940002  229.660004  228.720001  229.380005   57931200
2017-02-08  216.575546  229.240005  229.389999  228.309998  228.940002   51566200
2017-02-09  217.860382  230.600006  230.949997  229.240005  229.240005   65955200
2017-02-10  218.720123  231.509995  231.770004  230.619995  231.000000   66015900
2017-02-13  219.910522  232.770004  233.070007  232.050003  232.080002   55182100
2017-02-14  220.789154  233.699997  233.710007  232.160004  232.559998   71109000
...                ...         ...         ...         ...         ...        ...
2017-03-17  224.909409  237.029999  237.970001  237.029999  237.750000   89002100
2017-03-20  224.662704  236.770004  237.360001  236.320007  237.029999   52537000
2017-03-21  221.778107  233.729996  237.610001  233.580002  237.470001  131809300
2017-03-22  222.300003  234.279999  234.610001  233.050003  233.770004   97569200
2017-03-23  222.062805  234.029999  235.339996  233.600006  234.279999  100410300
2017-03-24  221.901489  233.860001  235.039993  232.960007  234.380005  112504900
2017-03-27  221.673767  233.619995  233.919998  231.610001  231.929993   87454500
2017-03-28  223.286835  235.320007  235.809998  233.139999  233.270004   93483900
2017-03-29  223.495605  235.539993  235.809998  234.729996  234.990005   61950400
2017-03-30  224.207199  236.289993  236.520004  235.270004  235.470001   56737900
2017-03-31  223.685364  235.740005  236.509995  235.679993  235.899994   73733100
2017-04-03  223.296341  235.330002  236.029999  233.910004  235.800003   85546500
2017-04-04  223.438644  235.479996  235.580002  234.559998  235.000000   56466200
2017-04-05  222.774445  234.779999  237.389999  234.539993  236.259995  108800600
2017-04-06  223.400711  235.440002  236.039993  234.429993  234.940002   69135800
2017-04-07  223.172974  235.199997  236.000000  234.639999  235.149994   74412300
2017-04-10  223.305832  235.339996  236.259995  234.729996  235.360001   67615300
2017-04-11  223.040100  235.059998  235.179993  233.339996  234.899994   88045300
2017-04-12  222.062805  234.029999  234.960007  233.770004  234.740005   81864400
2017-04-13  220.620514  232.509995  234.490005  232.509995  233.639999   92880400
2017-04-17  222.575211  234.570007  234.570007  232.880005  233.110001   68405400
2017-04-18  221.910980  233.869995  234.490005  233.080002  233.720001   83225800
