Date,High,Low,Open,Close,Volume,Adj Close
2018-01-02,45.692138671875,45.12735366821289,45.14396286010742,45.642303466796875,1202000.0,45.642303466796875
2018-01-03,46.52824020385742,45.65891647338867,45.71982192993164,46.12403106689453,2888500.0,46.12403106689453
2018-01-04,47.03765106201172,46.107418060302734,46.184940338134766,46.94352340698242,2504500.0,46.94352340698242
2018-01-05,47.4307861328125,46.95459747314453,47.065338134765625,47.28682327270508,1254400.0,47.28682327270508
2018-01-08,47.32558059692383,46.926910400390625,47.11517333984375,47.27574920654297,1876400.0,47.27574920654297
2018-01-09,47.342193603515625,46.638980865478516,47.342193603515625,46.66666793823242,1403400.0,46.66666793823242
2018-01-10,46.85492706298828,46.173866271972656,46.40088653564453,46.84939193725586,1225300.0,46.84939193725586
2018-01-11,48.084163665771484,47.231449127197266,47.34772872924805,48.07862854003906,1649700.0,48.07862854003906
2018-01-12,48.3554801940918,47.71871566772461,48.10077667236328,48.03432846069336,2777900.0,48.03432846069336
2018-01-16,48.58250427246094,47.5858268737793,48.30010986328125,47.668880462646484,1252800.0,47.668880462646484
2018-01-17,48.97010040283203,47.668880462646484,48.073089599609375,48.787376403808594,1386100.0,48.787376403808594
2018-01-18,49.01439666748047,48.5215950012207,48.765228271484375,48.942413330078125,1735200.0,48.942413330078125
2018-01-19,49.25249099731445,48.781837463378906,48.87596893310547,48.99778366088867,1553500.0,48.99778366088867
2018-01-22,49.52381134033203,48.58250427246094,49.03654479980469,49.241416931152344,2406600.0,49.241416931152344
2018-01-23,49.55703353881836,49.01993179321289,49.09745407104492,49.34108352661133,1501300.0,49.34108352661133
2018-01-24,49.76744079589844,48.59357833862305,49.28017807006836,48.931339263916016,1430500.0,48.931339263916016
2018-01-25,49.39091873168945,48.59911346435547,49.16389846801758,48.97010040283203,1399800.0,48.97010040283203
2018-01-26,51.16279220581055,42.37541580200195,50.62569046020508,45.8139533996582,64480700.0,45.8139533996582
2018-01-29,47.641197204589844,39.98892593383789,46.511627197265625,41.41749572753906,33350100.0,41.41749572753906
2018-01-30,40.71982192993164,38.39424133300781,40.642303466796875,38.803985595703125,10927900.0,38.803985595703125
2018-01-31,40.62569046020508,38.97010040283203,39.241416931152344,39.70099639892578,10807800.0,39.70099639892578
2018-02-01,40.08305740356445,38.6600227355957,39.44075393676758,38.89811706542969,8460500.0,38.89811706542969
2018-02-02,40.060909271240234,38.04540252685547,39.29125213623047,39.25802993774414,9875500.0,39.25802993774414
2018-02-05,39.56256866455078,37.342193603515625,38.84828186035156,37.41971206665039,5958500.0,37.41971206665039
2018-02-06,37.906978607177734,36.16279220581055,36.54484939575195,37.225914001464844,5635200.0,37.225914001464844
2018-02-07,38.189369201660156,36.97120666503906,37.15946960449219,36.97120666503906,3641900.0,36.97120666503906
2018-02-08,37.502769470214844,36.196014404296875,36.96567153930664,36.334442138671875,6213900.0,36.334442138671875
2018-02-09,37.61351013183594,35.968994140625,36.84939193725586,37.26467514038086,4668300.0,37.26467514038086
2018-02-12,38.06755447387695,37.11517333984375,37.41971206665039,37.668880462646484,4135700.0,37.668880462646484
2018-02-13,38.073089599609375,37.1539306640625,37.37541580200195,37.818382263183594,3234900.0,37.818382263183594
2018-02-14,38.787376403808594,37.51384353637695,37.60243606567383,38.687705993652344,3162800.0,38.687705993652344
2018-02-15,39.031005859375,37.86821746826172,38.98117446899414,38.222591400146484,2280200.0,38.222591400146484
2018-02-16,39.12513732910156,38.07862854003906,38.20597839355469,38.643409729003906,2158800.0,38.643409729003906
2018-02-20,38.815059661865234,38.11185073852539,38.338871002197266,38.6600227355957,2686200.0,38.6600227355957
2018-02-21,39.368770599365234,38.6323356628418,38.75968933105469,38.71539306640625,2342500.0,38.71539306640625
2018-02-22,39.42414093017578,38.648948669433594,38.9368782043457,39.069766998291016,2852500.0,39.069766998291016
2018-02-23,39.94462966918945,39.19158172607422,39.38538360595703,39.74529266357422,2375200.0,39.74529266357422
2018-02-26,40.35991287231445,39.66777420043945,39.939090728759766,40.08305740356445,1492100.0,40.08305740356445
2018-02-27,40.53156280517578,39.96677780151367,40.227020263671875,40.27685546875,2019100.0,40.27685546875
2018-02-28,41.76079559326172,40.84717559814453,40.90254592895508,41.13510513305664,3525300.0,41.13510513305664
2018-03-01,42.86821746826172,39.73421859741211,41.01882553100586,41.73311233520508,10307900.0,41.73311233520508
2018-03-02,41.02436447143555,38.931339263916016,40.33222579956055,40.7862663269043,4363400.0,40.7862663269043
2018-03-05,41.11295700073242,40.0166130065918,40.56478500366211,40.97452926635742,3404300.0,40.97452926635742
2018-03-06,41.97120666503906,41.15171813964844,41.15171813964844,41.86046600341797,3129200.0,41.86046600341797
2018-03-07,42.92912673950195,41.58914566040039,41.60575866699219,42.80177307128906,3936300.0,42.80177307128906
2018-03-08,44.208194732666016,42.646732330322266,42.923587799072266,42.86821746826172,3589200.0,42.86821746826172
2018-03-09,43.54374313354492,42.508304595947266,42.92912673950195,43.45515060424805,2311300.0,43.45515060424805
2018-03-12,43.88704299926758,42.86267852783203,43.57696533203125,43.06755447387695,2433500.0,43.06755447387695
2018-03-13,43.189369201660156,42.46400833129883,43.13953399658203,42.82392120361328,2565700.0,42.82392120361328
2018-03-14,43.2447395324707,42.53599166870117,42.912513732910156,43.08970260620117,1662700.0,43.08970260620117
2018-03-15,43.25581359863281,42.67441940307617,43.189369201660156,42.97895812988281,2078800.0,42.97895812988281
2018-03-16,43.466224670410156,42.956809997558594,43.13399887084961,43.16722106933594,2218300.0,43.16722106933594
2018-03-19,43.2447395324707,42.44186019897461,42.945735931396484,43.17275619506836,2080300.0,43.17275619506836
2018-03-20,43.776302337646484,42.918052673339844,42.918052673339844,43.32225799560547,1563400.0,43.32225799560547
2018-03-21,43.29457473754883,42.02657699584961,43.29457473754883,42.081947326660156,2113000.0,42.081947326660156
2018-03-22,41.89922332763672,41.16832733154297,41.77186965942383,41.2292366027832,2652600.0,41.2292366027832
2018-03-23,42.220375061035156,40.415283203125,41.207088470458984,40.49834060668945,3585800.0,40.49834060668945
2018-03-26,41.74418640136719,40.73089599609375,41.173866271972656,41.6002197265625,2014500.0,41.6002197265625
2018-03-27,42.181617736816406,40.54263687133789,41.87154006958008,40.797340393066406,2164300.0,40.797340393066406
2018-03-28,40.89147186279297,39.70099639892578,40.7862663269043,39.922481536865234,2750300.0,39.922481536865234
2018-03-29,40.76411819458008,39.73421859741211,39.961238861083984,40.5370979309082,2602600.0,40.5370979309082
2018-04-02,40.89147186279297,39.230342864990234,40.58693313598633,40.177188873291016,2077800.0,40.177188873291016
2018-04-03,40.526023864746094,39.62901306152344,40.28239059448242,40.32115173339844,1587600.0,40.32115173339844
2018-04-04,40.54817199707031,39.45736312866211,39.70099639892578,40.40420913696289,1231300.0,40.40420913696289
2018-04-05,40.941307067871094,39.950164794921875,40.71428680419922,40.31561279296875,1387700.0,40.31561279296875
2018-04-06,40.37098693847656,39.15835952758789,40.077518463134766,39.473976135253906,1466400.0,39.473976135253906
2018-04-09,40.61461639404297,39.52381134033203,39.59025573730469,39.811737060546875,1303200.0,39.811737060546875
2018-04-10,40.664451599121094,39.900333404541016,40.44850540161133,40.30453872680664,1318100.0,40.30453872680664
2018-04-11,40.43189239501953,39.72314453125,40.177188873291016,39.82835006713867,818800.0,39.82835006713867
2018-04-12,40.46511459350586,39.86711120605469,39.96677780151367,40.24363327026367,1122200.0,40.24363327026367
2018-04-13,40.631229400634766,39.88372039794922,40.43189239501953,40.365447998046875,1474000.0,40.365447998046875
2018-04-16,41.915836334228516,40.1218147277832,41.638980865478516,41.16832733154297,4320100.0,41.16832733154297
2018-04-17,41.949058532714844,41.068660736083984,41.362125396728516,41.74418640136719,4311400.0,41.74418640136719
2018-04-18,42.58028793334961,41.72203826904297,42.45293426513672,41.96567153930664,3190800.0,41.96567153930664
2018-04-19,41.8936882019043,40.71428680419922,41.67774200439453,40.919158935546875,1979500.0,40.919158935546875
2018-04-20,41.01329040527344,39.800662994384766,40.642303466796875,40.238094329833984,3461500.0,40.238094329833984
2018-04-23,40.58139419555664,40.049835205078125,40.343299865722656,40.47065353393555,2004600.0,40.47065353393555
2018-04-24,40.97452926635742,39.889259338378906,40.63676452636719,40.10520553588867,2189200.0,40.10520553588867
2018-04-25,40.2602424621582,39.26356506347656,39.889259338378906,39.74529266357422,1209400.0,39.74529266357422
2018-04-26,40.55924606323242,39.772979736328125,39.90586853027344,40.40420913696289,1086600.0,40.40420913696289
2018-04-27,40.89147186279297,40.17164993286133,40.58693313598633,40.210411071777344,1272600.0,40.210411071777344
